x,y,z
-6.281547164916992188e+01,-7.564869689941406250e+01,2.300292358398437500e+02
-6.267105865478515625e+01,-7.568383789062500000e+01,2.296310729980468750e+02
-6.253054428100585938e+01,-7.571347045898437500e+01,2.292310333251953125e+02
-6.239381408691406250e+01,-7.573758697509765625e+01,2.288292388916015625e+02
-6.226073837280273438e+01,-7.575621795654296875e+01,2.284259033203125000e+02
-6.213120651245117188e+01,-7.576935577392578125e+01,2.280211639404296875e+02
-6.200509262084960938e+01,-7.577702331542968750e+01,2.276152343750000000e+02
-6.188227844238281250e+01,-7.577922821044921875e+01,2.272082519531250000e+02
-6.176264190673828125e+01,-7.577597808837890625e+01,2.268003997802734375e+02
-6.164606475830078125e+01,-7.576729583740234375e+01,2.263918609619140625e+02
-6.153242874145507812e+01,-7.575317382812500000e+01,2.259828033447265625e+02
-6.142160797119140625e+01,-7.573363494873046875e+01,2.255733947753906250e+02
-6.131343841552734375e+01,-7.570872497558593750e+01,2.251637878417968750e+02
-6.120767593383789062e+01,-7.567852783203125000e+01,2.247540893554687500e+02
-6.110405731201171875e+01,-7.564315795898437500e+01,2.243443756103515625e+02
-6.100231933593750000e+01,-7.560272216796875000e+01,2.239347381591796875e+02
-6.090220260620117188e+01,-7.555731964111328125e+01,2.235252685546875000e+02
-6.080345153808593750e+01,-7.550706481933593750e+01,2.231160736083984375e+02
-6.070580291748046875e+01,-7.545204925537109375e+01,2.227072296142578125e+02
-6.060899734497070312e+01,-7.539238739013671875e+01,2.222988433837890625e+02
-6.051277160644531250e+01,-7.532817840576171875e+01,2.218909912109375000e+02
-6.041687011718750000e+01,-7.525953674316406250e+01,2.214837799072265625e+02
-6.032103347778320312e+01,-7.518656158447265625e+01,2.210772857666015625e+02
-6.022499465942382812e+01,-7.510935974121093750e+01,2.206716156005859375e+02
-6.012849807739257812e+01,-7.502803039550781250e+01,2.202668457031250000e+02
-6.003128433227539062e+01,-7.494268798828125000e+01,2.198630828857421875e+02
-5.993309020996093750e+01,-7.485343933105468750e+01,2.194604187011718750e+02
-5.983366012573242188e+01,-7.476037597656250000e+01,2.190589447021484375e+02
-5.973273086547851562e+01,-7.466361236572265625e+01,2.186587371826171875e+02
-5.963003921508789062e+01,-7.456325531005859375e+01,2.182599029541015625e+02
-5.952534484863281250e+01,-7.445941925048828125e+01,2.178625183105468750e+02
-5.941850280761718750e+01,-7.435240173339843750e+01,2.174665679931640625e+02
-5.930943298339843750e+01,-7.424258422851562500e+01,2.170720214843750000e+02
-5.919806671142578125e+01,-7.413034057617187500e+01,2.166787872314453125e+02
-5.908432006835937500e+01,-7.401605987548828125e+01,2.162868347167968750e+02
-5.896812057495117188e+01,-7.390011596679687500e+01,2.158960876464843750e+02
-5.884938812255859375e+01,-7.378290557861328125e+01,2.155065002441406250e+02
-5.872805023193359375e+01,-7.366480255126953125e+01,2.151180114746093750e+02
-5.860402297973632812e+01,-7.354618072509765625e+01,2.147305603027343750e+02
-5.847723388671875000e+01,-7.342743682861328125e+01,2.143440856933593750e+02
-5.834760665893554688e+01,-7.330894470214843750e+01,2.139585418701171875e+02
-5.821506118774414062e+01,-7.319109344482421875e+01,2.135738677978515625e+02
-5.807952117919921875e+01,-7.307425689697265625e+01,2.131899871826171875e+02
-5.794091033935546875e+01,-7.295881652832031250e+01,2.128068542480468750e+02
-5.779915237426757812e+01,-7.284516143798828125e+01,2.124244232177734375e+02
-5.765417098999023438e+01,-7.273367309570312500e+01,2.120426177978515625e+02
-5.750588607788085938e+01,-7.262473297119140625e+01,2.116613922119140625e+02
-5.735422515869140625e+01,-7.251871490478515625e+01,2.112806701660156250e+02
-5.719910430908203125e+01,-7.241600799560546875e+01,2.109004211425781250e+02
-5.704047393798828125e+01,-7.231684875488281250e+01,2.105206146240234375e+02
-5.687830734252929688e+01,-7.222113037109375000e+01,2.101413421630859375e+02
-5.671259307861328125e+01,-7.212870788574218750e+01,2.097626953125000000e+02
-5.654331970214843750e+01,-7.203944396972656250e+01,2.093847656250000000e+02
-5.637047195434570312e+01,-7.195319366455078125e+01,2.090076751708984375e+02
-5.619403457641601562e+01,-7.186981964111328125e+01,2.086314849853515625e+02
-5.601399612426757812e+01,-7.178917694091796875e+01,2.082563171386718750e+02
-5.583034133911132812e+01,-7.171112060546875000e+01,2.078822631835937500e+02
-5.564305496215820312e+01,-7.163551330566406250e+01,2.075094299316406250e+02
-5.545212554931640625e+01,-7.156221771240234375e+01,2.071378936767578125e+02
-5.525754165649414062e+01,-7.149108123779296875e+01,2.067677612304687500e+02
-5.505928421020507812e+01,-7.142195892333984375e+01,2.063991394042968750e+02
-5.485734176635742188e+01,-7.135472106933593750e+01,2.060321044921875000e+02
-5.465170288085937500e+01,-7.128922271728515625e+01,2.056667785644531250e+02
-5.444234848022460938e+01,-7.122531890869140625e+01,2.053032379150390625e+02
-5.422927093505859375e+01,-7.116286468505859375e+01,2.049415893554687500e+02
-5.401245117187500000e+01,-7.110172271728515625e+01,2.045819396972656250e+02
-5.379187774658203125e+01,-7.104175567626953125e+01,2.042243652343750000e+02
-5.356753540039062500e+01,-7.098281097412109375e+01,2.038689727783203125e+02
-5.333942413330078125e+01,-7.092475891113281250e+01,2.035158691406250000e+02
-5.310753250122070312e+01,-7.086747741699218750e+01,2.031651153564453125e+02
-5.287186431884765625e+01,-7.081082916259765625e+01,2.028168182373046875e+02
-5.263241195678710938e+01,-7.075469207763671875e+01,2.024710845947265625e+02
-5.238917160034179688e+01,-7.069894409179687500e+01,2.021279907226562500e+02
-5.214214706420898438e+01,-7.064344787597656250e+01,2.017876281738281250e+02
-5.189132690429687500e+01,-7.058807373046875000e+01,2.014500885009765625e+02
-5.163671493530273438e+01,-7.053270721435546875e+01,2.011154632568359375e+02
-5.137830352783203125e+01,-7.047720336914062500e+01,2.007838439941406250e+02
-5.111609268188476562e+01,-7.042144775390625000e+01,2.004553222656250000e+02
-5.085007858276367188e+01,-7.036530303955078125e+01,2.001299896240234375e+02
-5.058025741577148438e+01,-7.030863952636718750e+01,1.998079376220703125e+02
-5.030662918090820312e+01,-7.025134277343750000e+01,1.994892578125000000e+02
-5.002918624877929688e+01,-7.019326782226562500e+01,1.991740570068359375e+02
-4.974792861938476562e+01,-7.013430023193359375e+01,1.988623962402343750e+02
-4.946284866333007812e+01,-7.007431030273437500e+01,1.985543823242187500e+02
-4.917395019531250000e+01,-7.001316070556640625e+01,1.982501220703125000e+02
-4.888122940063476562e+01,-6.995073699951171875e+01,1.979496765136718750e+02
-4.858468627929687500e+01,-6.988695526123046875e+01,1.976531524658203125e+02
-4.828435516357421875e+01,-6.982191467285156250e+01,1.973606262207031250e+02
-4.798025512695312500e+01,-6.975571441650390625e+01,1.970721740722656250e+02
-4.767242813110351562e+01,-6.968844604492187500e+01,1.967878570556640625e+02
-4.736088943481445312e+01,-6.962020874023437500e+01,1.965077819824218750e+02
-4.704568099975585938e+01,-6.955112457275390625e+01,1.962319946289062500e+02
-4.672682571411132812e+01,-6.948126983642578125e+01,1.959605865478515625e+02
-4.640435028076171875e+01,-6.941076660156250000e+01,1.956936492919921875e+02
-4.607828903198242188e+01,-6.933969879150390625e+01,1.954312286376953125e+02
-4.574867248535156250e+01,-6.926818084716796875e+01,1.951734161376953125e+02
-4.541552352905273438e+01,-6.919630432128906250e+01,1.949202880859375000e+02
-4.507887649536132812e+01,-6.912418365478515625e+01,1.946719207763671875e+02
-4.473875808715820312e+01,-6.905190277099609375e+01,1.944283905029296875e+02
-4.439519500732421875e+01,-6.897957611083984375e+01,1.941897735595703125e+02
-4.404822540283203125e+01,-6.890730285644531250e+01,1.939561309814453125e+02
-4.369786834716796875e+01,-6.883518218994140625e+01,1.937275695800781250e+02
-4.334416198730468750e+01,-6.876331329345703125e+01,1.935041503906250000e+02
-4.298712539672851562e+01,-6.869179534912109375e+01,1.932859649658203125e+02
-4.262680053710937500e+01,-6.862075042724609375e+01,1.930730438232421875e+02
-4.226322937011718750e+01,-6.855030822753906250e+01,1.928654785156250000e+02
-4.189648437500000000e+01,-6.848066711425781250e+01,1.926632690429687500e+02
-4.152661895751953125e+01,-6.841201019287109375e+01,1.924664459228515625e+02
-4.115370178222656250e+01,-6.834450531005859375e+01,1.922750396728515625e+02
-4.077779769897460938e+01,-6.827835845947265625e+01,1.920890655517578125e+02
-4.039896774291992188e+01,-6.821372985839843750e+01,1.919085540771484375e+02
-4.001727676391601562e+01,-6.815082550048828125e+01,1.917335357666015625e+02
-3.963278579711914062e+01,-6.808980560302734375e+01,1.915640106201171875e+02
-3.924555969238281250e+01,-6.803086853027343750e+01,1.914000396728515625e+02
-3.885566711425781250e+01,-6.797419738769531250e+01,1.912416229248046875e+02
-3.846316146850585938e+01,-6.791996765136718750e+01,1.910887756347656250e+02
-3.806811523437500000e+01,-6.786836242675781250e+01,1.909415588378906250e+02
-3.767058944702148438e+01,-6.781957244873046875e+01,1.907999725341796875e+02
-3.727064514160156250e+01,-6.777378082275390625e+01,1.906640319824218750e+02
-3.686834716796875000e+01,-6.773116302490234375e+01,1.905337829589843750e+02
-3.646376037597656250e+01,-6.769190216064453125e+01,1.904092407226562500e+02
-3.605694580078125000e+01,-6.765618896484375000e+01,1.902904357910156250e+02
-3.564796829223632812e+01,-6.762419891357421875e+01,1.901773834228515625e+02
-3.523691940307617188e+01,-6.759610748291015625e+01,1.900701293945312500e+02
-3.482395553588867188e+01,-6.757205200195312500e+01,1.899687042236328125e+02
-3.440924835205078125e+01,-6.755214691162109375e+01,1.898731384277343750e+02
-3.399296188354492188e+01,-6.753652954101562500e+01,1.897835083007812500e+02
-3.357527542114257812e+01,-6.752532196044921875e+01,1.896998443603515625e+02
-3.315634918212890625e+01,-6.751866149902343750e+01,1.896221923828125000e+02
-3.273635864257812500e+01,-6.751666259765625000e+01,1.895505828857421875e+02
-3.231546783447265625e+01,-6.751946258544921875e+01,1.894850921630859375e+02
-3.189385604858398438e+01,-6.752718353271484375e+01,1.894257354736328125e+02
-3.147168350219726562e+01,-6.753996276855468750e+01,1.893725738525390625e+02
-3.104912567138671875e+01,-6.755791473388671875e+01,1.893256378173828125e+02
-3.062635040283203125e+01,-6.758116912841796875e+01,1.892849884033203125e+02
-3.020352554321289062e+01,-6.760986328125000000e+01,1.892506713867187500e+02
-2.978082466125488281e+01,-6.764411926269531250e+01,1.892227172851562500e+02
-2.935841369628906250e+01,-6.768406677246093750e+01,1.892011871337890625e+02
-2.893646430969238281e+01,-6.772982788085937500e+01,1.891861114501953125e+02
-2.851514625549316406e+01,-6.778153228759765625e+01,1.891775512695312500e+02
-2.809462928771972656e+01,-6.783931732177734375e+01,1.891755371093750000e+02
-2.767508125305175781e+01,-6.790328979492187500e+01,1.891801147460937500e+02
-2.725663948059082031e+01,-6.797342681884765625e+01,1.891912384033203125e+02
-2.683941841125488281e+01,-6.804959106445312500e+01,1.892088470458984375e+02
-2.642353057861328125e+01,-6.813163757324218750e+01,1.892328033447265625e+02
-2.600909042358398438e+01,-6.821941375732421875e+01,1.892630157470703125e+02
-2.559621047973632812e+01,-6.831278228759765625e+01,1.892994079589843750e+02
-2.518500328063964844e+01,-6.841159057617187500e+01,1.893418579101562500e+02
-2.477558135986328125e+01,-6.851570129394531250e+01,1.893902893066406250e+02
-2.436805915832519531e+01,-6.862495422363281250e+01,1.894445800781250000e+02
-2.396254730224609375e+01,-6.873921966552734375e+01,1.895046386718750000e+02
-2.355916213989257812e+01,-6.885833740234375000e+01,1.895703735351562500e+02
-2.315801239013671875e+01,-6.898217010498046875e+01,1.896416931152343750e+02
-2.275921630859375000e+01,-6.911056518554687500e+01,1.897184906005859375e+02
-2.236288261413574219e+01,-6.924338531494140625e+01,1.898006591796875000e+02
-2.196912574768066406e+01,-6.938047790527343750e+01,1.898881072998046875e+02
-2.157805824279785156e+01,-6.952169799804687500e+01,1.899807281494140625e+02
-2.118979454040527344e+01,-6.966690063476562500e+01,1.900784454345703125e+02
-2.080444717407226562e+01,-6.981594085693359375e+01,1.901811523437500000e+02
-2.042212677001953125e+01,-6.996867370605468750e+01,1.902887268066406250e+02
-2.004292488098144531e+01,-7.012494659423828125e+01,1.904011230468750000e+02
-1.966685104370117188e+01,-7.028459167480468750e+01,1.905183105468750000e+02
-1.929390907287597656e+01,-7.044745635986328125e+01,1.906402893066406250e+02
-1.892409706115722656e+01,-7.061336517333984375e+01,1.907670593261718750e+02
-1.855741310119628906e+01,-7.078215789794921875e+01,1.908986053466796875e+02
-1.819385719299316406e+01,-7.095366668701171875e+01,1.910349273681640625e+02
-1.783343124389648438e+01,-7.112772369384765625e+01,1.911760406494140625e+02
-1.747613334655761719e+01,-7.130416870117187500e+01,1.913219299316406250e+02
-1.712196159362792969e+01,-7.148283386230468750e+01,1.914725799560546875e+02
-1.677091789245605469e+01,-7.166355895996093750e+01,1.916280059814453125e+02
-1.642300224304199219e+01,-7.184617614746093750e+01,1.917882080078125000e+02
-1.607821273803710938e+01,-7.203051757812500000e+01,1.919531555175781250e+02
-1.573654842376708984e+01,-7.221641540527343750e+01,1.921228637695312500e+02
-1.539801025390625000e+01,-7.240370941162109375e+01,1.922973327636718750e+02
-1.506259822845458984e+01,-7.259223937988281250e+01,1.924765625000000000e+02
-1.473031139373779297e+01,-7.278182983398437500e+01,1.926605377197265625e+02
-1.440114879608154297e+01,-7.297232055664062500e+01,1.928492584228515625e+02
-1.407511138916015625e+01,-7.316355133056640625e+01,1.930427246093750000e+02
-1.375219821929931641e+01,-7.335534667968750000e+01,1.932409210205078125e+02
-1.343243217468261719e+01,-7.354756164550781250e+01,1.934438629150390625e+02
-1.311585617065429688e+01,-7.374005889892578125e+01,1.936515655517578125e+02
-1.280251598358154297e+01,-7.393269348144531250e+01,1.938639984130859375e+02
-1.249245643615722656e+01,-7.412533569335937500e+01,1.940812072753906250e+02
-1.218572139739990234e+01,-7.431784820556640625e+01,1.943031616210937500e+02
-1.188235569000244141e+01,-7.451008605957031250e+01,1.945298919677734375e+02
-1.158240509033203125e+01,-7.470191955566406250e+01,1.947613983154296875e+02
-1.128591346740722656e+01,-7.489320373535156250e+01,1.949976654052734375e+02
-1.099292564392089844e+01,-7.508380889892578125e+01,1.952387237548828125e+02
-1.070348644256591797e+01,-7.527358245849609375e+01,1.954845581054687500e+02
-1.041764163970947266e+01,-7.546240234375000000e+01,1.957351989746093750e+02
-1.013543415069580078e+01,-7.565013122558593750e+01,1.959906311035156250e+02
-9.856910705566406250e+00,-7.583661651611328125e+01,1.962508544921875000e+02
-9.582115173339843750e+00,-7.602173614501953125e+01,1.965158843994140625e+02
-9.311091423034667969e+00,-7.620534515380859375e+01,1.967857360839843750e+02
-9.043885231018066406e+00,-7.638730621337890625e+01,1.970603942871093750e+02
-8.780541419982910156e+00,-7.656748199462890625e+01,1.973398895263671875e+02
-8.521104812622070312e+00,-7.674573516845703125e+01,1.976241912841796875e+02
-8.265604972839355469e+00,-7.692193603515625000e+01,1.979133148193359375e+02
-8.014017105102539062e+00,-7.709602355957031250e+01,1.982071380615234375e+02
-7.766302108764648438e+00,-7.726792907714843750e+01,1.985055694580078125e+02
-7.522419929504394531e+00,-7.743759155273437500e+01,1.988084716796875000e+02
-7.282332420349121094e+00,-7.760496520996093750e+01,1.991157226562500000e+02
-7.045999526977539062e+00,-7.776997375488281250e+01,1.994272308349609375e+02
-6.813382625579833984e+00,-7.793256378173828125e+01,1.997428741455078125e+02
-6.584442615509033203e+00,-7.809268188476562500e+01,2.000625152587890625e+02
-6.359139919281005859e+00,-7.825025939941406250e+01,2.003860473632812500e+02
-6.137435436248779297e+00,-7.840524291992187500e+01,2.007133483886718750e+02
-5.919290065765380859e+00,-7.855757141113281250e+01,2.010443115234375000e+02
-5.704664707183837891e+00,-7.870717620849609375e+01,2.013788146972656250e+02
-5.493520259857177734e+00,-7.885401153564453125e+01,2.017167510986328125e+02
-5.285817146301269531e+00,-7.899800872802734375e+01,2.020579681396484375e+02
-5.081516742706298828e+00,-7.913911437988281250e+01,2.024023895263671875e+02
-4.880579471588134766e+00,-7.927726745605468750e+01,2.027498779296875000e+02
-4.682966232299804688e+00,-7.941239929199218750e+01,2.031003265380859375e+02
-4.488637924194335938e+00,-7.954446411132812500e+01,2.034536132812500000e+02
-4.297553539276123047e+00,-7.967339324951171875e+01,2.038096160888671875e+02
-4.109637260437011719e+00,-7.979918670654296875e+01,2.041682128906250000e+02
-3.924773693084716797e+00,-7.992188262939453125e+01,2.045293426513671875e+02
-3.742846012115478516e+00,-8.004153442382812500e+01,2.048928680419921875e+02
-3.563737154006958008e+00,-8.015819549560546875e+01,2.052586975097656250e+02
-3.387330532073974609e+00,-8.027191162109375000e+01,2.056267395019531250e+02
-3.213509082794189453e+00,-8.038272857666015625e+01,2.059968719482421875e+02
-3.042155742645263672e+00,-8.049069976806640625e+01,2.063690185546875000e+02
-2.873153924942016602e+00,-8.059587860107421875e+01,2.067430725097656250e+02
-2.706386804580688477e+00,-8.069829559326171875e+01,2.071189117431640625e+02
-2.541737079620361328e+00,-8.079801940917968750e+01,2.074964599609375000e+02
-2.379088401794433594e+00,-8.089508819580078125e+01,2.078756103515625000e+02
-2.218323230743408203e+00,-8.098955535888671875e+01,2.082562561035156250e+02
-2.059325456619262695e+00,-8.108146667480468750e+01,2.086382904052734375e+02
-1.901977539062500000e+00,-8.117087554931640625e+01,2.090216369628906250e+02
-1.746162891387939453e+00,-8.125782012939453125e+01,2.094061737060546875e+02
-1.591764569282531738e+00,-8.134236907958984375e+01,2.097917938232421875e+02
-1.438665747642517090e+00,-8.142455291748046875e+01,2.101784057617187500e+02
-1.286749482154846191e+00,-8.150442504882812500e+01,2.105659179687500000e+02
-1.135914683341979980e+00,-8.158203887939453125e+01,2.109542236328125000e+02
-9.861286282539367676e-01,-8.165743255615234375e+01,2.113433074951171875e+02
-8.373773097991943359e-01,-8.173063659667968750e+01,2.117331390380859375e+02
-6.896467208862304688e-01,-8.180168914794921875e+01,2.121237030029296875e+02
-5.429227948188781738e-01,-8.187062072753906250e+01,2.125149841308593750e+02
-3.971915841102600098e-01,-8.193748474121093750e+01,2.129069519042968750e+02
-2.524390220642089844e-01,-8.200229644775390625e+01,2.132995910644531250e+02
-1.086510941386222839e-01,-8.206510925292968750e+01,2.136929016113281250e+02
3.418622538447380066e-02,-8.212594604492187500e+01,2.140868377685546875e+02
1.760869622230529785e-01,-8.218486022949218750e+01,2.144813842773437500e+02
3.170651495456695557e-01,-8.224186706542968750e+01,2.148765411376953125e+02
4.571347832679748535e-01,-8.229701995849609375e+01,2.152722778320312500e+02
5.963099002838134766e-01,-8.235034179687500000e+01,2.156685791015625000e+02
7.346045374870300293e-01,-8.240188598632812500e+01,2.160654296875000000e+02
8.720327019691467285e-01,-8.245166778564453125e+01,2.164627838134765625e+02
1.008608341217041016e+00,-8.249974060058593750e+01,2.168606567382812500e+02
1.144345641136169434e+00,-8.254613494873046875e+01,2.172590179443359375e+02
1.279258608818054199e+00,-8.259088134765625000e+01,2.176578521728515625e+02
1.413361430168151855e+00,-8.263402557373046875e+01,2.180571289062500000e+02
1.546679019927978516e+00,-8.267559051513671875e+01,2.184568328857421875e+02
1.679247379302978516e+00,-8.271557617187500000e+01,2.188569488525390625e+02
1.811103463172912598e+00,-8.275400543212890625e+01,2.192574462890625000e+02
1.942283868789672852e+00,-8.279087829589843750e+01,2.196583251953125000e+02
2.072825431823730469e+00,-8.282620239257812500e+01,2.200595397949218750e+02
2.202764749526977539e+00,-8.286000061035156250e+01,2.204611053466796875e+02
2.332138538360595703e+00,-8.289227294921875000e+01,2.208629608154296875e+02
2.460983753204345703e+00,-8.292303466796875000e+01,2.212651214599609375e+02
2.589337110519409180e+00,-8.295229339599609375e+01,2.216675415039062500e+02
2.717235326766967773e+00,-8.298005676269531250e+01,2.220702209472656250e+02
2.844715118408203125e+00,-8.300633239746093750e+01,2.224731140136718750e+02
2.971813201904296875e+00,-8.303113555908203125e+01,2.228762359619140625e+02
3.098566532135009766e+00,-8.305447387695312500e+01,2.232795410156250000e+02
3.225011587142944336e+00,-8.307636260986328125e+01,2.236830139160156250e+02
3.351185083389282227e+00,-8.309680175781250000e+01,2.240866394042968750e+02
3.477123975753784180e+00,-8.311580657958984375e+01,2.244903869628906250e+02
3.602864980697631836e+00,-8.313338470458984375e+01,2.248942565917968750e+02
3.728444814682006836e+00,-8.314955139160156250e+01,2.252982177734375000e+02
3.853912115097045898e+00,-8.316430664062500000e+01,2.257022399902343750e+02
3.979365825653076172e+00,-8.317766571044921875e+01,2.261063079833984375e+02
4.104918956756591797e+00,-8.318963623046875000e+01,2.265103607177734375e+02
4.230683803558349609e+00,-8.320021057128906250e+01,2.269143829345703125e+02
4.356773853302001953e+00,-8.320940399169921875e+01,2.273183288574218750e+02
4.483301639556884766e+00,-8.321722412109375000e+01,2.277221679687500000e+02
4.610379695892333984e+00,-8.322367095947265625e+01,2.281258544921875000e+02
4.738121509552001953e+00,-8.322875213623046875e+01,2.285293579101562500e+02
4.866639137268066406e+00,-8.323247528076171875e+01,2.289326629638671875e+02
4.996045589447021484e+00,-8.323484039306640625e+01,2.293356933593750000e+02
5.126453399658203125e+00,-8.323586273193359375e+01,2.297384338378906250e+02
5.257976055145263672e+00,-8.323554229736328125e+01,2.301408538818359375e+02
5.390726089477539062e+00,-8.323388671875000000e+01,2.305429077148437500e+02
5.524815559387207031e+00,-8.323090362548828125e+01,2.309445648193359375e+02
5.660358428955078125e+00,-8.322659301757812500e+01,2.313457946777343750e+02
5.797466754913330078e+00,-8.322096252441406250e+01,2.317465515136718750e+02
5.936253547668457031e+00,-8.321401977539062500e+01,2.321467895507812500e+02
6.076831340789794922e+00,-8.320577239990234375e+01,2.325464935302734375e+02
6.219313144683837891e+00,-8.319622039794921875e+01,2.329456024169921875e+02
6.363798141479492188e+00,-8.318537902832031250e+01,2.333440856933593750e+02
6.510373592376708984e+00,-8.317327880859375000e+01,2.337418670654296875e+02
6.659124851226806641e+00,-8.315993499755859375e+01,2.341388397216796875e+02
6.810137748718261719e+00,-8.314537811279296875e+01,2.345349426269531250e+02
6.963497638702392578e+00,-8.312963104248046875e+01,2.349300842285156250e+02
7.119289875030517578e+00,-8.311270904541015625e+01,2.353242034912109375e+02
7.277600765228271484e+00,-8.309464263916015625e+01,2.357172088623046875e+02
7.438515663146972656e+00,-8.307545471191406250e+01,2.361090240478515625e+02
7.602119922637939453e+00,-8.305516815185546875e+01,2.364995727539062500e+02
7.768499851226806641e+00,-8.303381347656250000e+01,2.368887634277343750e+02
7.937740325927734375e+00,-8.301139831542968750e+01,2.372765350341796875e+02
8.109927177429199219e+00,-8.298796081542968750e+01,2.376627960205078125e+02
8.285146713256835938e+00,-8.296352386474609375e+01,2.380474700927734375e+02
8.463483810424804688e+00,-8.293810272216796875e+01,2.384304809570312500e+02
8.645024299621582031e+00,-8.291172027587890625e+01,2.388117523193359375e+02
8.829854011535644531e+00,-8.288441467285156250e+01,2.391911773681640625e+02
9.018057823181152344e+00,-8.285619354248046875e+01,2.395687255859375000e+02
9.209722518920898438e+00,-8.282709503173828125e+01,2.399442749023437500e+02
9.404891014099121094e+00,-8.279712677001953125e+01,2.403177947998046875e+02
9.603417396545410156e+00,-8.276633453369140625e+01,2.406893768310546875e+02
9.805106163024902344e+00,-8.273472595214843750e+01,2.410591430664062500e+02
1.000976181030273438e+01,-8.270235443115234375e+01,2.414272460937500000e+02
1.021718692779541016e+01,-8.266922760009765625e+01,2.417937927246093750e+02
1.042718696594238281e+01,-8.263537597656250000e+01,2.421589050292968750e+02
1.063956451416015625e+01,-8.260083770751953125e+01,2.425227508544921875e+02
1.085412311553955078e+01,-8.256563568115234375e+01,2.428854217529296875e+02
1.107066726684570312e+01,-8.252980041503906250e+01,2.432470703125000000e+02
1.128900051116943359e+01,-8.249336242675781250e+01,2.436078033447265625e+02
1.150892734527587891e+01,-8.245634460449218750e+01,2.439677886962890625e+02
1.173025131225585938e+01,-8.241876983642578125e+01,2.443271179199218750e+02
1.195277500152587891e+01,-8.238068389892578125e+01,2.446859283447265625e+02
1.217630386352539062e+01,-8.234209442138671875e+01,2.450443725585937500e+02
1.240064144134521484e+01,-8.230304718017578125e+01,2.454025573730468750e+02
1.262559032440185547e+01,-8.226356506347656250e+01,2.457606353759765625e+02
1.285095596313476562e+01,-8.222367095947265625e+01,2.461187133789062500e+02
1.307654094696044922e+01,-8.218340301513671875e+01,2.464769134521484375e+02
1.330214309692382812e+01,-8.214277648925781250e+01,2.468354034423828125e+02
1.352743053436279297e+01,-8.210181427001953125e+01,2.471943054199218750e+02
1.375193977355957031e+01,-8.206051635742187500e+01,2.475538024902343750e+02
1.397520446777343750e+01,-8.201887512207031250e+01,2.479140625000000000e+02
1.419675827026367188e+01,-8.197689056396484375e+01,2.482752838134765625e+02
1.441613197326660156e+01,-8.193456268310546875e+01,2.486376037597656250e+02
1.463286113739013672e+01,-8.189189147949218750e+01,2.490012207031250000e+02
1.484647655487060547e+01,-8.184887695312500000e+01,2.493663024902343750e+02
1.505651187896728516e+01,-8.180551147460937500e+01,2.497330169677734375e+02
1.526249980926513672e+01,-8.176180267333984375e+01,2.501015472412109375e+02
1.546397304534912109e+01,-8.171774291992187500e+01,2.504720611572265625e+02
1.566046524047851562e+01,-8.167333221435546875e+01,2.508447418212890625e+02
1.585150909423828125e+01,-8.162857055664062500e+01,2.512197570800781250e+02
1.603663635253906250e+01,-8.158345794677734375e+01,2.515972747802734375e+02
1.621538162231445312e+01,-8.153798675537109375e+01,2.519774780273437500e+02
1.638727760314941406e+01,-8.149216461181640625e+01,2.523605346679687500e+02
1.655185508728027344e+01,-8.144597625732421875e+01,2.527466278076171875e+02
1.670864868164062500e+01,-8.139943695068359375e+01,2.531359100341796875e+02
1.685719299316406250e+01,-8.135253906250000000e+01,2.535285949707031250e+02
1.699707221984863281e+01,-8.130530548095703125e+01,2.539247741699218750e+02
1.712826919555664062e+01,-8.125790405273437500e+01,2.543243713378906250e+02
1.725091934204101562e+01,-8.121058654785156250e+01,2.547271575927734375e+02
1.736516571044921875e+01,-8.116359710693359375e+01,2.551329193115234375e+02
1.747114944458007812e+01,-8.111717987060546875e+01,2.555414581298828125e+02
1.756901168823242188e+01,-8.107157897949218750e+01,2.559525299072265625e+02
1.765889167785644531e+01,-8.102703094482421875e+01,2.563659362792968750e+02
1.774093055725097656e+01,-8.098378753662109375e+01,2.567814331054687500e+02
1.781527137756347656e+01,-8.094208526611328125e+01,2.571988525390625000e+02
1.788205146789550781e+01,-8.090216827392578125e+01,2.576179809570312500e+02
1.794141387939453125e+01,-8.086428833007812500e+01,2.580385437011718750e+02
1.799349975585937500e+01,-8.082868957519531250e+01,2.584603881835937500e+02
1.803845024108886719e+01,-8.079560089111328125e+01,2.588832397460937500e+02
1.807640457153320312e+01,-8.076528167724609375e+01,2.593069458007812500e+02
1.810750389099121094e+01,-8.073796081542968750e+01,2.597312622070312500e+02
1.813188934326171875e+01,-8.071389770507812500e+01,2.601559448242187500e+02
1.814970207214355469e+01,-8.069332885742187500e+01,2.605808410644531250e+02
1.816108322143554688e+01,-8.067649078369140625e+01,2.610056762695312500e+02
1.816618347167968750e+01,-8.066363525390625000e+01,2.614302978515625000e+02
1.816534805297851562e+01,-8.065486907958984375e+01,2.618545532226562500e+02
1.815909004211425781e+01,-8.065021514892578125e+01,2.622784729003906250e+02
1.814792823791503906e+01,-8.064968109130859375e+01,2.627020874023437500e+02
1.813237571716308594e+01,-8.065327453613281250e+01,2.631253967285156250e+02
1.811295509338378906e+01,-8.066102600097656250e+01,2.635483703613281250e+02
1.809018135070800781e+01,-8.067292785644531250e+01,2.639710693359375000e+02
1.806457519531250000e+01,-8.068901062011718750e+01,2.643934936523437500e+02
